,uniquegroup,Date,Field,GroupNumber,TotalGroupSize,NoFemales,NoMales,Name,ReproStatus,Latitude,Longitude,NNID,NNDistance,GroupPosition,Density,Photo,QualityOfData,Nursing.,Initials,SurveyNumber,ExtraNotes,SurveyMonth,YAF.added.,Raw.Lat,Raw.Long,GroupSize,Month,Year
31192,SN597GN12,15-04-14,N,12,4,3,1,Doodle,Male,-28.920233,151.5710167,Tegan,8,P,0,,1,,NF,597,,1404,,,NA,4,2014-04,2014
31194,SN597GN12,15-04-14,N,12,4,3,1,Themeda,SPY,-28.920233,151.5754833,Tegan,12,P,0,,1,,NF,597,,1404,,,NA,4,2014-04,2014
31199,SN597GN13,15-04-14,N,13,8,5,3,Gina,NPY,-28.920733,151.5708333,Pearl,3,C,2,,1,,NF,597,,1404,,,NA,7,2014-04,2014
31200,SN597GN13,15-04-14,N,13,8,5,3,Pearl,SF,-28.920733,151.5708333,Gina,3,P,2,,2,,NF,597,,1404,,,NA,7,2014-04,2014
31206,SN597GN14,15-04-14,N,14,5,5,0,Gogo,SPY,-28.9208,151.5704833,Viola,3,P,1,,1,,NF,597,,1404,,,NA,5,2014-04,2014
31213,SN597GN2,15-04-14,M,2,6,4,2,Dot,SPY,-28.915583,151.5785833,Quentin,3,P,2,,1,,NF,597,,1404,,,NA,6,2014-04,2014
31216,SN597GN3,15-04-14,M,3,5,4,1,Dash,SPY,-28.9161,151.57845,Clarice,5,P,1,,1,,NF,597,,1404,,,NA,3,2014-04,2014
31218,SN597GN4,15-04-14,J,4,1,1,0,Longnose,MPY,-28.917,151.5747333,,,,,,NA,,NF,597,,1404,,,NA,1,2014-04,2014
31219,SN597GN5,15-04-14,J,5,6,2,4,Chopper,Male,-28.9171,151.5747,Justin,5,P,1,,1,,NF,597,,1404,,,NA,6,2014-04,2014
31220,SN597GN5,15-04-14,J,5,6,2,4,Lauren,SPY,-28.9171,151.5747167,Justin,3,P,1,,1,,NF,597,,1404,,,NA,6,2014-04,2014
31223,SN597GN5,15-04-14,J,5,6,2,4,Twinkie,Male,-28.9172,151.5745167,Dil,7,P,0,,1,,NF,597,,1404,,,NA,6,2014-04,2014
31224,SN597GN5,15-04-14,J,5,6,2,4,Sadie,SPY,-28.9171,151.5743833,Chopper,9,P,0,,1,,NF,597,,1404,,,NA,6,2014-04,2014
31227,SN597GN6,15-04-14,J,6,9,9,0,Fiona,SF,-28.91675,151.5745167,Cotton,4,P,2,,1,,NF,597,,1404,,,NA,9,2014-04,2014
31228,SN597GN6,15-04-14,J,6,9,9,0,Bubbles,SPY,-28.91675,151.5745167,Fiona,4,P,1,,1,,NF,597,,1404,,,NA,9,2014-04,2014
31229,SN597GN6,15-04-14,J,6,9,9,0,Goggles,SPY,-28.91675,151.5745167,Francis,4,P,1,,1,,NF,597,,1404,,,NA,9,2014-04,2014
31230,SN597GN6,15-04-14,J,6,9,9,0,Francis,SPY,-28.916683,151.5745167,Goggles,4,P,1,,1,,NF,597,,1404,,,NA,9,2014-04,2014
31232,SN597GN6,15-04-14,J,6,9,9,0,Nylon,SF,-28.91645,151.5746,Argyle,8,P,0,,1,,NF,597,,1404,,,NA,9,2014-04,2014
31238,SN597GN7,15-04-14,K,7,5,3,2,Therese,SF,NA,,Amber,10,P,0,,1,,NF,597,,1404,,,NA,5,2014-04,2014
31239,SN597GN8,15-04-14,K,8,1,1,0,Firefly,YAF,NA,,,,,,,NA,,NF,597,,1404,,,NA,1,2014-04,2014
31241,SN598GN1,16-04-14,H,1,1,1,0,Star,MPY,-28.919883,151.5754167,,,,,,NA,,NF,598,,1404,,,NA,1,2014-04,2014
31246,SN598GN11,16-04-14,J,11,7,0,7,Tim,Male,-28.916667,151.5739333,Johnny,2,C,3,,1,,NF,598,,1404,,,NA,7,2014-04,2014
31247,SN598GN11,16-04-14,J,11,7,0,7,Chad,Male,-28.916667,151.5739333,Tim,2,P,3,,1,,NF,598,,1404,,,NA,7,2014-04,2014
31248,SN598GN11,16-04-14,J,11,7,0,7,Chips,Male,-28.916383,151.57395,Jayjay,5,P,1,,1,,NF,598,,1404,,,NA,7,2014-04,2014
31253,SN598GN13,16-04-14,B,13,4,2,2,Longnose,MPY,-28.918067,151.5756667,Twinkie,2,P,1,,1,,NF,598,,1404,,,NA,4,2014-04,2014
31254,SN598GN13,16-04-14,B,13,4,2,2,Twinkie,Male,-28.918083,151.5756667,Longnose,2,P,1,,1,,NF,598,,1404,,,NA,4,2014-04,2014
31255,SN598GN13,16-04-14,B,13,4,2,2,Enid,SPY,-28.91805,151.5756667,Elijah,2,P,1,,1,,NF,598,,1404,,,NA,4,2014-04,2014
31261,SN598GN15,16-04-14,F,15,11,7,4,Goggles,SPY,-28.917317,151.5765167,Fiona,3,P,1,,1,,NF,598,,1404,,,NA,11,2014-04,2014
31262,SN598GN15,16-04-14,F,15,11,7,4,Fiona,SF,-28.917233,151.57645,Goggles,3,P,1,,1,,NF,598,,1404,,,NA,11,2014-04,2014
31268,SN598GN15,16-04-14,F,15,11,7,4,Maude,SPY,-28.9172,151.5770667,Boris,5,P,1,,1,,NF,598,,1404,,,NA,11,2014-04,2014
31269,SN598GN15,16-04-14,F,15,11,7,4,Lauren,SPY,-28.9172,151.5770667,Boris,5,P,1,,1,,NF,598,,1404,,,NA,11,2014-04,2014
31271,SN598GN16,16-04-14,F,16,13,9,4,Helen,SPY,-28.9174,151.5782167,Arnold,2,P,3,,1,,NF,598,,1404,,,NA,13,2014-04,2014
31273,SN598GN16,16-04-14,F,16,13,9,4,Rudolph,Male,-28.917383,151.57825,Lydia,2,P,3,,1,,NF,598,,1404,,,NA,13,2014-04,2014
31275,SN598GN16,16-04-14,F,16,13,9,4,Dot,SPY,-28.917533,151.5785333,Mike,1,P,1,,1,,NF,598,,1404,,,NA,13,2014-04,2014
31276,SN598GN16,16-04-14,F,16,13,9,4,Mike,Male,-28.917533,151.5785333,Dot,1,P,1,,1,,NF,598,,1404,,,NA,13,2014-04,2014
31278,SN598GN16,16-04-14,F,16,13,9,4,Cashew,SF,-28.91765,151.5783167,Blondie,2,P,2,,1,,NF,598,,1404,,,NA,13,2014-04,2014
31279,SN598GN16,16-04-14,F,16,13,9,4,Blondie,SPY,-28.91765,151.5783167,Mollie,2,C,2,,1,,NF,598,,1404,,,NA,13,2014-04,2014
31282,SN598GN16,16-04-14,F,16,13,9,4,Celine,SPY,-28.91765,151.5783333,Simone,4,C,1,,1,,NF,598,,1404,,,NA,13,2014-04,2014
31283,SN598GN17,16-04-14,F,17,1,1,0,Nikki,YAF/SPY,-28.918267,151.5778167,,,,,,NA,,NF,598,,1404,,,NA,1,2014-04,2014
31286,SN598GN2,16-04-14,I,2,18,14,4,Francis,SPY,-28.920067,151.5743667,Johnny,2,P,1,,1,,NF,598,,1404,,,NA,18,2014-04,2014
31291,SN598GN2,16-04-14,I,2,18,14,4,Sadie,SPY,-28.919967,151.5738667,Delilah,5,P,1,,1,,NF,598,,1404,,,NA,18,2014-04,2014
31295,SN598GN2,16-04-14,I,2,18,14,4,Doodle,Male,-28.91975,151.5738333,Nancy,5,P,1,,1,,NF,598,,1404,,,NA,18,2014-04,2014
31296,SN598GN2,16-04-14,I,2,18,14,4,Nancy,SPY,-28.91965,151.57375,Candice,3,P,2,,1,,NF,598,,1404,,,NA,18,2014-04,2014
31297,SN598GN2,16-04-14,I,2,18,14,4,Candice,YAF/SPY,-28.91965,151.57375,Ajax,2,C,3,,1,,NF,598,,1404,,,NA,18,2014-04,2014
31298,SN598GN2,16-04-14,I,2,18,14,4,Julia,SF,-28.919617,151.57365,Nancy,2,C,3,,1,,NF,598,,1404,,,NA,18,2014-04,2014
31300,SN598GN2,16-04-14,I,2,18,14,4,Firefly,YAF,-28.919617,151.57365,Julia,4,P,2,,1,,NF,598,,1404,,,NA,18,2014-04,2014
31303,SN598GN4,16-04-14,I,4,1,0,1,Cyclops,Male,-28.9195,151.5728333,,,,,,NA,,NF,598,,1404,,,NA,1,2014-04,2014
31306,SN598GN8,16-04-14,I,8,3,1,2,Syrup,SPY,-28.91895,151.5729167,Cyclops,1,P,1,,1,,NF,598,,1404,,,NA,1,2014-04,2014
31310,SN599GN10,29-04-14,J,10,9,8,1,Barney,Male,-28.91645,151.5744833,Zaza,2,P,3,,1,,NF,599,,1405,,,NA,9,2014-04,2014
31311,SN599GN10,29-04-14,J,10,9,8,1,Zaza,MPY,-28.916433,151.5744833,Barney,2,C,3,,1,,NF,599,,1405,,,NA,9,2014-04,2014
31313,SN599GN10,29-04-14,J,10,9,8,1,Fiona,SF,-28.916517,151.5743333,Zaza,4,P,1,,1,,NF,599,,1405,,,NA,9,2014-04,2014
31315,SN599GN10,29-04-14,J,10,9,8,1,Chilli,SPY,-28.916583,151.5740833,Barney,4,P,1,,1,,NF,599,,1405,,,NA,9,2014-04,2014
31316,SN599GN10,29-04-14,J,10,9,8,1,Themeda,SPY,-28.916583,151.5740833,Sara,5,P,1,,1,,NF,599,,1405,,,NA,9,2014-04,2014
31320,SN599GN11,29-04-14,J,11,5,4,1,Nylon,SF,-28.916317,151.5740333,Cotton,4,P,1,,1,,NF,599,,1405,,,NA,5,2014-04,2014
31322,SN599GN11,29-04-14,J,11,5,4,1,Nina,MPY,-28.9163,151.5740333,Argyle,4,P,1,,1,,NF,599,,1405,,,NA,5,2014-04,2014
31327,SN599GN15,29-04-14,I,15,8,6,2,Brie,SPY,-28.920617,151.5731,Carla,12,P,0,,1,,NF,599,,1405,,,NA,8,2014-04,2014
31328,SN599GN15,29-04-14,I,15,8,6,2,Carla,SPY,-28.920617,151.5731,Chips,12,P,0,,1,,NF,599,,1405,,,NA,8,2014-04,2014
31329,SN599GN15,29-04-14,I,15,8,6,2,Chips,Male,-28.920617,151.5731,Viola,5,C,1,,1,,NF,599,,1405,,,NA,8,2014-04,2014
31333,SN599GN15,29-04-14,I,15,8,6,2,Beans,SPY,-28.920483,151.5732667,June,5,P,1,,1,,NF,599,,1405,,,NA,8,2014-04,2014
31337,SN599GN18,29-04-14,I,18,2,1,1,Cyclops,Male,-28.9198,151.5730667,Sinead,3,P,1,,1,,NF,599,,1405,,,NA,2,2014-04,2014
31347,SN599GN2,29-04-14,G,2,7,5,2,Qantas,LPY,-28.91575,151.5773667,Mollie,5,P,1,,1,,NF,599,,1405,,,NA,6,2014-04,2014
31354,SN599GN23,29-04-14,D,23,4,3,1,Amanda,NPY,-28.918667,151.5789833,Augustus,3,P,1,,1,,NF,599,,1405,,,NA,3,2014-04,2014
31356,SN599GN23,29-04-14,D,23,4,3,1,Abigail,SPY,-28.918667,151.5789667,Amanda,10,P,0,,1,,NF,599,,1405,,,NA,3,2014-04,2014
31357,SN599GN24,29-04-14,D,24,2,1,1,Jacquei,SPY,-28.918533,151.5790167,Jethro,3,P,1,,1,,NF,599,,1405,,,NA,2,2014-04,2014
31359,SN599GN25,29-04-14,D,25,1,1,0,Celine,MPY,-28.918967,151.5792833,,,,,,NA,,NF,599,,1405,,,NA,1,2014-04,2014
31364,SN599GN3,29-04-14,G,3,2,1,1,Nikki,YAF/SPY,-28.915533,151.5774833,Matto,10,P,0,,1,,NF,599,,1405,,,NA,2,2014-04,2014
31366,SN599GN5,29-04-14,F,5,2,2,0,Domino,YAF/SPY,-28.917683,151.5784167,Iggy,3,P,1,,1,,NF,599,,1405,,,NA,2,2014-04,2014
31368,SN599GN6,29-04-14,B,6,5,4,1,Nancy,SF,-28.917967,151.5756833,Paulie,2,P,1,,1,,NF,599,,1405,,,NA,5,2014-04,2014
31375,SN599GN7,29-04-14,J,7,3,1,2,Mike,Male,-28.916383,151.5758667,Harold,2,P,1,,2,,NF,599,,1405,,,NA,3,2014-04,2014
31377,SN599GN8,29-04-14,J,8,2,1,1,Naomi,NPY,-28.9162,151.5756333,Boris,3,P,1,,1,,NF,599,,1405,,,NA,2,2014-04,2014
31379,SN599GN9,29-04-14,J,9,4,2,2,Twinkie,Male,-28.9163,151.5754667,Emily,4,P,2,,1,,NF,599,,1405,,,NA,4,2014-04,2014
31463,SN600GN1,30-04-14,D,1,5,5,0,Bene,NPY,-28.919167,151.57725,Stripes,5,P,1,,1,,NF,600,,1405,,,NA,5,2014-04,2014
31464,SN600GN1,30-04-14,D,1,5,5,0,Stripes,SPY,-28.919167,151.5772667,Bene,5,C,2,,1,,NF,600,,1405,,,NA,5,2014-04,2014
31465,SN600GN1,30-04-14,D,1,5,5,0,Naomi,NPY,-28.919167,151.5772333,Stripes,5,P,1,,1,,NF,600,,1405,,,NA,5,2014-04,2014
31467,SN600GN1,30-04-14,D,1,5,5,0,Francis,SPY,-28.919017,151.5770167,June,3,P,1,,1,,NF,600,,1405,,,NA,5,2014-04,2014
31468,SN600GN10,30-04-14,E,10,1,1,0,Domino,YAF/SPY,-28.919367,151.5803,,,,,,NA,,NF,600,,1405,,,NA,1,2014-04,2014
31471,SN600GN12,30-04-14,F,12,3,2,1,Qantas,LPY,-28.91745,151.5786,Quokka,3,P,1,,1,,NF,600,,1405,,,NA,3,2014-04,2014
31472,SN600GN12,30-04-14,F,12,3,2,1,Nacho,SF,-28.917317,151.5785167,Qantas,15,P,0,,1,,NF,600,,1405,,,NA,3,2014-04,2014
31473,SN600GN13,30-04-14,M,13,1,1,0,Maude,SPY,-28.91565,151.5785667,,,,,,NA,,NF,600,,1405,,,NA,1,2014-04,2014
31475,SN600GN14,30-04-14,G,14,2,1,1,Longnose,MPY,-28.915733,151.5774,Paulie,1,P,1,,1,,NF,600,,1405,,,NA,2,2014-04,2014
31479,SN600GN17,30-04-14,G,17,2,0,2,Regan,Male,-28.916233,151.57775,Scrabble,2,P,1,,1,,NF,600,,1405,,,NA,2,2014-04,2014
31480,SN600GN18,30-04-14,G,18,2,1,1,Blondie,MPY,-28.916083,151.5779667,Boomer,2,P,1,,1,,NF,600,,1405,,,NA,2,2014-04,2014
31483,SN600GN19,30-04-14,G,19,5,2,3,Nikki,YAF/SPY,-28.916933,151.57785,Nibbler,2,P,1,,1,,NF,600,,1405,,,NA,4,2014-04,2014
31485,SN600GN19,30-04-14,G,19,5,2,3,Rudolph,Male,-28.916917,151.5778333,Gareth,5,P,1,,1,,NF,600,,1405,,,NA,4,2014-04,2014
31486,SN600GN2,30-04-14,A,2,2,2,0,Beans,SPY,-28.91905,151.5768667,Lottie,5,P,1,,1,,NF,600,,1405,,,NA,2,2014-04,2014
31489,SN600GN20,30-04-14,F,20,2,2,0,Sally,SPY,-28.91735,151.5774833,Lime,15,P,0,,1,,NF,600,,1405,,,NA,2,2014-04,2014
31490,SN600GN21,30-04-14,F,21,2,1,1,Mike,Male,-28.918183,151.5781333,Jacquei,6,P,0,,1,,NF,600,,1405,,,NA,2,2014-04,2014
31491,SN600GN21,30-04-14,F,21,2,1,1,Jacquei,MPY,-28.918183,151.5781333,Mike,6,P,0,,2,,NF,600,,1405,,,NA,2,2014-04,2014
31493,SN600GN22,30-04-14,F,22,2,1,1,Amanda,NPY,-28.9183,151.57785,Augustus,15,P,0,,1,,NF,600,,1405,,,NA,2,2014-04,2014
31494,SN600GN23,30-04-14,B,23,1,0,1,Twinkie,Male,-28.918083,151.5762167,,,,,,NA,,NF,600,,1405,,,NA,1,2014-04,2014
31498,SN600GN24,30-04-14,B,24,9,9,0,Fiona,SF,-28.918,151.5754167,Nina,4,P,1,,1,,NF,600,,1405,,,NA,9,2014-04,2014
31499,SN600GN24,30-04-14,B,24,9,9,0,Nina,MPY,-28.918117,151.57525,Sunbeam,3,C,3,,1,,NF,600,,1405,,,NA,9,2014-04,2014
31502,SN600GN24,30-04-14,B,24,9,9,0,Nylon,SF,-28.918133,151.5752667,Pickles,12,P,0,,1,,NF,600,,1405,,,NA,9,2014-04,2014
31503,SN600GN24,30-04-14,B,24,9,9,0,Bubbles,SPY,-28.917883,151.5752333,Fiona,10,P,0,,1,,NF,600,,1405,,,NA,9,2014-04,2014
31504,SN600GN25,30-04-14,J,25,6,6,0,Firefly,SPY,-28.917883,151.5746333,Therese,2,P,3,,1,,NF,600,,1405,,,NA,6,2014-04,2014
31505,SN600GN25,30-04-14,J,25,6,6,0,Therese,SF,-28.917883,151.5746333,Firefly,2,P,3,,1,,NF,600,,1405,,,NA,6,2014-04,2014
31509,SN600GN25,30-04-14,J,25,6,6,0,Michelle,SPY,-28.9179,151.5745333,Felicity,3,P,2,,1,,NF,600,,1405,,,NA,6,2014-04,2014
31510,SN600GN26,30-04-14,J,26,2,2,0,Opal,SPY,-28.917567,151.57435,Milo,5,P,1,,1,,NF,600,,1405,,,NA,2,2014-04,2014
31511,SN600GN26,30-04-14,J,26,2,2,0,Milo,SPY,-28.917567,151.57435,Opal,5,P,1,,1,,NF,600,,1405,,,NA,2,2014-04,2014
31512,SN600GN27,30-04-14,J,27,3,2,1,Goggles,SPY,-28.9173,151.5744833,Amber,2,P,1,,1,,NF,600,,1405,,,NA,3,2014-04,2014
31515,SN600GN28,30-04-14,J,28,3,2,1,Alison,MPY,-28.9169,151.5747167,Chad,2,P,2,,1,,NF,600,,1405,,,NA,3,2014-04,2014
31516,SN600GN28,30-04-14,J,28,3,2,1,Chad,Male,-28.916917,151.5747167,Alison,2,P,1,,1,,NF,600,,1405,,,NA,3,2014-04,2014
31520,SN600GN29,30-04-14,K,29,3,2,1,Brigit,SPY,-28.918117,151.5733,Buffy,8,P,0,,1,,NF,600,,1405,,,NA,3,2014-04,2014
31521,SN600GN3,30-04-14,D,3,9,6,3,Zaza,SPY,-28.918917,151.5776167,Matto,6,P,0,,1,,NF,600,,1405,,,NA,9,2014-04,2014
31524,SN600GN3,30-04-14,D,3,9,6,3,Hazel,SPY,-28.91905,151.5776833,Cashew,2,P,3,,1,,NF,600,,1405,,,NA,9,2014-04,2014
31525,SN600GN3,30-04-14,D,3,9,6,3,Cashew,SF,-28.91915,151.57765,Hazel,2,C,3,,1,,NF,600,,1405,,,NA,9,2014-04,2014
31528,SN600GN3,30-04-14,D,3,9,6,3,Celine,SPY,-28.919217,151.5777,Cashew,5,P,1,,1,,NF,600,,1405,,,NA,9,2014-04,2014
31532,SN600GN31,30-04-14,I,31,1,1,0,Lauren,MPY,-28.919817,151.5736833,,,,,,NA,,NF,600,,1405,,,NA,1,2014-04,2014
31536,SN600GN34,30-04-14,H,34,2,2,0,Nancy,SF,-28.920017,151.5755333,Kiwi,1,P,1,,1,,NF,600,,1405,,,NA,2,2014-04,2014
31537,SN600GN4,30-04-14,D,4,1,1,0,Daniela,SPY,-28.918933,151.5781667,,,,,,NA,,NF,600,,1405,,,NA,1,2014-04,2014
31538,SN600GN5,30-04-14,D,5,3,2,1,Trevor,Male,-28.9186,151.5783667,Abigail,5,P,2,,1,,NF,600,,1405,,,NA,3,2014-04,2014
31539,SN600GN5,30-04-14,D,5,3,2,1,Abigail,SPY,-28.9186,151.5783667,dash,5,P,2,,1,,NF,600,,1405,,,NA,3,2014-04,2014
31540,SN600GN5,30-04-14,D,5,3,2,1,Dash,SPY,-28.918617,151.5783667,Abigail,5,P,2,,1,,NF,600,,1405,,,NA,3,2014-04,2014
31541,SN600GN6,30-04-14,D,6,1,1,0,Dot,SPY,-28.918583,151.5785,,,,,,NA,,NF,600,,1405,,,NA,1,2014-04,2014
31546,SN601GN1,01-05-14,H,1,1,1,0,Naomi,SPY,-28.919517,151.5763667,,,,,,NA,,NF,601,,1405,,,NA,1,2014-05,2014
31548,SN601GN11,01-05-14,D,11,17,11,6,Mike,Male,-28.91945,151.5780667,Robin,6,P,0,,1,,NF,601,,1405,,,NA,17,2014-05,2014
31551,SN601GN11,01-05-14,D,11,17,11,6,Domino,YAF,-28.919567,151.57795,Daniela,2,,2,,1,,NF,601,,1405,,,NA,17,2014-05,2014
31552,SN601GN11,01-05-14,D,11,17,11,6,Daniela,SPY,-28.91955,151.57795,Zaza,2,C,3,,1,,NF,601,,1405,,,NA,17,2014-05,2014
31553,SN601GN11,01-05-14,D,11,17,11,6,Zaza,SPY,-28.919567,151.57795,Domino,2,C,3,,1,,NF,601,,1405,,,NA,17,2014-05,2014
31554,SN601GN11,01-05-14,D,11,17,11,6,Dot,MPY,-28.919567,151.5779167,Amanda,1,C,2,,1,,NF,601,,1405,,,NA,17,2014-05,2014
31555,SN601GN11,01-05-14,D,11,17,11,6,Amanda,NPY,-28.919583,151.5779167,Dot,1,C,3,,1,,NF,601,,1405,,,NA,17,2014-05,2014
31557,SN601GN11,01-05-14,D,11,17,11,6,Helen,SPY,-28.919617,151.57785,Augustus,4,P,4,,1,,NF,601,,1405,,,NA,17,2014-05,2014
31558,SN601GN11,01-05-14,D,11,17,11,6,Julia,SF,-28.919583,151.5778167,Dash,4,P,2,,1,,NF,601,,1405,,,NA,17,2014-05,2014
31559,SN601GN11,01-05-14,D,11,17,11,6,Dash,SPY,-28.919567,151.5778167,Julia,4,C,2,,1,,NF,601,,1405,,,NA,17,2014-05,2014
31561,SN601GN11,01-05-14,D,11,17,11,6,Regan,Male,-28.919617,151.5778167,Helen,2,C,3,,1,,NF,601,,1405,,,NA,17,2014-05,2014
31562,SN601GN11,01-05-14,D,11,17,11,6,Nacho,SF,-28.91965,151.5777667,Abigail,4,P,1,,1,,NF,601,,1405,,,NA,17,2014-05,2014
31563,SN601GN11,01-05-14,D,11,17,11,6,Abigail,SPY,-28.91965,151.5777667,Quokka,2,C,2,,1,,NF,601,,1405,,,NA,17,2014-05,2014
31565,SN601GN12,01-05-14,D,12,5,5,0,Hazel,SPY,-28.91925,151.5774667,Shaniqua,3,P,2,,1,,NF,601,,1405,,,NA,5,2014-05,2014
31567,SN601GN12,01-05-14,D,12,5,5,0,Cashew,SF,-28.91925,151.5774833,Shaniqua,2,C,3,,1,,NF,601,,1405,,,NA,5,2014-05,2014
31568,SN601GN12,01-05-14,D,12,5,5,0,Qantas,LPY,-28.91925,151.5774833,Cashew,4,P,1,,1,,NF,601,,1405,,,NA,5,2014-05,2014
31569,SN601GN12,01-05-14,D,12,5,5,0,Sally,NPY,-28.91925,151.5774667,Shaniqua,7,P,0,,1,,NF,601,,1405,,,NA,5,2014-05,2014
31570,SN601GN2,01-05-14,N,2,16,14,2,Pearl,SF,-28.920417,151.57255,Sinead,2,C,2,,1,,NF,601,,1405,,,NA,16,2014-05,2014
31574,SN601GN2,01-05-14,N,2,16,14,2,Granite,SPY,-28.9204,151.5707,Tegan,2,C,2,,2,,NF,601,,1405,,,NA,16,2014-05,2014
31577,SN601GN2,01-05-14,N,2,16,14,2,Carla,SPY,-28.920333,151.5705667,Gertrude,2,P,2,,2,,NF,601,,1405,,,NA,16,2014-05,2014
31580,SN601GN2,01-05-14,N,2,16,14,2,Cyclops,Male,-28.9203,151.5706333,Buffy,1,C,3,,2,,NF,601,,1405,,,NA,16,2014-05,2014
31584,SN601GN2,01-05-14,N,2,16,14,2,Brigit,SPY,-28.919967,151.5706667,Buffy,2,C,3,,2,,NF,601,,1405,,,NA,16,2014-05,2014
31586,SN601GN3,01-05-14,J,3,5,5,0,Firefly,SPY,-28.917083,151.57415,Felicity,2,P,2,,1,,NF,601,,1405,,,NA,5,2014-05,2014
31588,SN601GN3,01-05-14,J,3,5,5,0,Therese,SF,-28.917083,151.57415,Firefly,2,P,2,,1,,NF,601,,1405,,,NA,5,2014-05,2014
31590,SN601GN3,01-05-14,J,3,5,5,0,Goggles,SPY,-28.916983,151.57405,Delilah,3,P,1,,1,,NF,601,,1405,,,NA,5,2014-05,2014
31595,SN601GN5,01-05-14,B,5,22,17,5,Twinkie,Male,-28.918033,151.5757167,Bonnie,5,C,1,,1,,NF,601,,1405,,,NA,22,2014-05,2014
31599,SN601GN5,01-05-14,B,5,22,17,5,Fiona,SF,-28.918267,151.57595,Lottie,4,C,1,,2,,NF,601,,1405,,,NA,22,2014-05,2014
31601,SN601GN5,01-05-14,B,5,22,17,5,Stripes,SPY,-28.918217,151.576,Apanie,3,C,2,,1,,NF,601,,1405,,,NA,22,2014-05,2014
31603,SN601GN5,01-05-14,B,5,22,17,5,Nancy,SF,-28.918417,151.5761,Francis,5,P,1,,1,,NF,601,,1405,,,NA,22,2014-05,2014
31604,SN601GN5,01-05-14,B,5,22,17,5,Francis,SPY,-28.918433,151.5761,Nancy,5,P,1,,1,,NF,601,,1405,,,NA,22,2014-05,2014
31606,SN601GN5,01-05-14,B,5,22,17,5,Longnose,MPY,-28.918483,151.57625,Michelle,3,C,4,,1,,NF,601,,1405,,,NA,22,2014-05,2014
31607,SN601GN5,01-05-14,B,5,22,17,5,Michelle,SPY,-28.918483,151.57625,Longnose,3,P,2,,1,,NF,601,,1405,,,NA,22,2014-05,2014
31609,SN601GN5,01-05-14,B,5,22,17,5,Nina,MPY,-28.918467,151.5762833,Sunbeam,3,P,1,,1,,NF,601,,1405,,,NA,22,2014-05,2014
31610,SN601GN5,01-05-14,B,5,22,17,5,Doodle,Male,-28.917967,151.5760833,June,1,P,1,,1,,NF,601,,1405,,,NA,22,2014-05,2014
31612,SN601GN5,01-05-14,B,5,22,17,5,Bubbles,SPY,-28.917967,151.5760833,Twinkie,5,P,1,,1,,NF,601,,1405,,,NA,22,2014-05,2014
31614,SN601GN6,01-05-14,G,6,14,12,2,Nylon,SF,-28.9159,151.5777667,Elijah,4,P,1,,1,,NF,601,,1405,,,NA,14,2014-05,2014
31616,SN601GN6,01-05-14,G,6,14,12,2,Chad,Male,-28.9159,151.5777833,Strawberry,2,P,1,,1,,NF,601,,1405,,,NA,14,2014-05,2014
31618,SN601GN6,01-05-14,G,6,14,12,2,Nikki,YAF/SPY,-28.915767,151.5778,Jujube,6,P,0,Yaf is 571,1,,NF,601,,1405,,,NA,14,2014-05,2014
31619,SN601GN6,01-05-14,G,6,14,12,2,Enid,SPY,-28.915783,151.5778167,Jujube,6,C,0,,1,,NF,601,,1405,,,NA,14,2014-05,2014
31623,SN601GN6,01-05-14,G,6,14,12,2,Lauren,MPY,-28.915367,151.5777167,Odette,4,C,1,,1,,NF,601,,1405,,,NA,14,2014-05,2014
31624,SN601GN6,01-05-14,G,6,14,12,2,Beans,SPY,-28.915283,151.5775833,Jo,6,P,0,,1,,NF,601,,1405,,,NA,14,2014-05,2014
31629,SN601GN8,01-05-14,M,8,5,5,0,Candice,YAF/SPY,-28.9159,151.5785,Yvonne,5,P,1,,1,,NF,601,,1405,,,NA,5,2014-05,2014
31640,SN601GN9,01-05-14,C,9,8,4,4,Shaddow,MPY,-28.919417,151.5814333,Sheldon,6,P,0,,1,,NF,601,,1405,,,NA,8,2014-05,2014
31641,SN601GN9,01-05-14,C,9,8,4,4,Trevor,Male,-28.91925,151.5806167,Lizzie,12,P,0,,1,,NF,601,,1405,,,NA,8,2014-05,2014
31648,SN602GN11,02-05-14,K,11,7,7,0,Firefly,SPY,-28.9182,151.5735167,Therese,3,P,2,,1,,NF,602,,1405,,,NA,7,2014-05,2014
31649,SN602GN11,02-05-14,K,11,7,7,0,Therese,SF,-28.9182,151.5735167,Felicity,4,C,2,,1,,NF,602,,1405,,,NA,7,2014-05,2014
31654,SN602GN12,02-05-14,I,12,2,1,1,Cyclops,Male,-28.919283,151.5735167,Tilly,4,P,1,,1,,NF,602,,1405,,,NA,2,2014-05,2014
31657,SN602GN14,02-05-14,I,14,12,11,1,Twinkie,Male,NA,,Michelle,5,P,1,,1,,NF,602,,1405,,,NA,12,2014-05,2014
31658,SN602GN14,02-05-14,I,14,12,11,1,Michelle,SPY,NA,,Twinkie,5,P,1,,1,,NF,602,,1405,,,NA,12,2014-05,2014
31662,SN602GN14,02-05-14,I,14,12,11,1,Francis,SPY,NA,,Jujube,5,P,1,,1,,NF,602,,1405,,,NA,12,2014-05,2014
31664,SN602GN14,02-05-14,I,14,12,11,1,Nylon,SF,NA,,Jujube,4,C,2,,1,,NF,602,,1405,,,NA,12,2014-05,2014
